Week,  thermoscan,  is flu contagious,  strep,  walking pneumonia,  influenza symptoms,  sinus infections,  upper respiratory,  strep throat,  symptoms of bronchitis,  how long does flu last,  flu fever,  expectorant,  how long contagious,  how to get rid of the flu,  treat flu,  sinus,  reduce fever,  how to treat flu,  contagious flu,  flu or cold,  oscillococcinum,  flu symptoms,  cold and flu,  fever flu,  flu and fever,  get rid of the flu,  medicine for flu,  treatment for flu,  reduce a fever,  how long is flu contagious,  high fever,  acute bronchitis,  flu remedies,  dangerous fever,  flu incubation period,  flu treatment,  tessalon,  body temperature,  fever cough,  flu test,  robitussin,  break a fever,  the flu virus,  normal body temperature,  symptoms of pneumonia,  tussin,  how long does the flu last,  chest cold,  remedies for flu,  flu contagious,  symptoms of influenza,  i have the flu,  cough fever,  how long is the flu,  a influenza,  flu cough,  signs of flu,  do i have the flu,  tussionex,  signs of the flu,  flu incubation,  flu in children,  taking temperature,  pneumonia,  flu headache,  fever reducer,  bronchitis,  symptoms of flu,  flu and cold,  flu care,  ear thermometer,  the flu,  flu how long,  braun thermoscan,  cold vs flu,  flu children,  human temperature,  cold or flu,  influenza a,  flu vs cold,  cure flu,  normal body,  flu medicine,  how long flu,  symptoms of the flu,  low body
2009-10-10,  57,  25,  52,  56,  29,  50,  53,  48,  48,  44,  64,  61,  24,  0,  46,  59,  43,  53,  28,  42,  79,  32,  40,  64,  72,  26,  45,  45,  0,  26,  74,  51,  32,  48,  51,  35,  27,  74,  34,  36,  43,  25,  33,  61,  38,  40,  23,  36,  23,  28,  31,  57,  34,  33,  46,  63,  47,  56,  71,  41,  37,  63,  70,  62,  56,  0,  43,  33,  40,  74,  62,  25,  48,  54,  45,  67,  79,  42,  46,  45,  7,  64,  46,  48,  32,  74
2009-10-17,  100,  33,  53,  59,  34,  49,  62,  48,  51,  52,  71,  51,  30,  0,  52,  62,  36,  56,  31,  48,  81,  36,  53,  71,  69,  31,  43,  37,  0,  21,  68,  31,  42,  50,  60,  42,  38,  89,  45,  35,  37,  25,  34,  57,  50,  69,  32,  37,  49,  31,  33,  54,  45,  21,  49,  78,  45,  54,  60,  37,  44,  78,  58,  66,  62,  29,  46,  35,  53,  94,  85,  25,  56,  68,  60,  86,  91,  48,  49,  60,  9,  69,  48,  56,  29,  83
2009-10-24,  73,  33,  59,  59,  49,  58,  50,  52,  55,  62,  94,  42,  40,  52,  77,  64,  34,  82,  44,  56,  77,  44,  42,  94,  86,  37,  41,  55,  54,  23,  76,  48,  63,  72,  76,  49,  41,  93,  49,  47,  49,  40,  41,  100,  52,  51,  32,  45,  57,  44,  22,  87,  49,  39,  57,  93,  52,  74,  61,  44,  57,  100,  100,  76,  70,  37,  55,  43,  42,  90,  75,  33,  71,  67,  93,  100,  100,  56,  57,  93,  16,  100,  59,  71,  38,  80
2009-10-31,  74,  38,  58,  71,  30,  66,  63,  53,  70,  61,  100,  63,  37,  59,  75,  64,  38,  80,  47,  76,  93,  41,  58,  100,  100,  42,  47,  60,  0,  35,  72,  58,  47,  57,  83,  51,  48,  100,  44,  40,  55,  40,  40,  87,  49,  45,  39,  36,  48,  47,  33,  78,  44,  35,  45,  100,  49,  72,  72,  41,  57,  83,  87,  76,  74,  36,  59,  43,  58,  98,  95,  33,  71,  60,  100,  94,  81,  76,  45,  100,  15,  96,  63,  71,  38,  100
2009-11-07,  80,  32,  57,  69,  25,  69,  69,  52,  51,  57,  85,  44,  35,  39,  66,  65,  45,  93,  38,  50,  91,  33,  52,  85,  72,  0,  53,  46,  0,  29,  82,  62,  54,  68,  58,  46,  48,  90,  40,  32,  55,  28,  37,  86,  65,  55,  39,  39,  36,  38,  22,  58,  40,  32,  40,  72,  43,  64,  72,  30,  40,  79,  70,  78,  90,  30,  55,  34,  52,  69,  96,  24,  60,  100,  84,  74,  65,  50,  40,  84,  13,  97,  48,  60,  32,  87
2009-11-14,  54,  21,  54,  64,  15,  69,  57,  55,  61,  32,  61,  55,  29,  0,  37,  66,  44,  37,  28,  35,  65,  23,  36,  61,  59,  0,  42,  41,  0,  14,  61,  55,  32,  74,  38,  36,  50,  79,  40,  21,  50,  28,  27,  71,  53,  55,  21,  40,  29,  28,  22,  46,  40,  21,  30,  67,  28,  28,  68,  21,  27,  58,  49,  72,  65,  34,  56,  23,  36,  55,  57,  18,  39,  40,  55,  51,  71,  35,  30,  55,  8,  75,  48,  39,  20,  88
2009-11-21,  54,  14,  54,  57,  19,  59,  45,  52,  42,  31,  47,  47,  24,  0,  21,  67,  27,  31,  22,  31,  54,  17,  35,  47,  48,  0,  0,  26,  0,  11,  57,  43,  35,  0,  28,  21,  42,  76,  38,  12,  52,  0,  18,  56,  54,  49,  19,  29,  29,  22,  22,  24,  38,  17,  21,  63,  23,  26,  60,  15,  17,  42,  38,  67,  45,  26,  50,  17,  35,  30,  58,  14,  31,  39,  56,  37,  66,  31,  21,  56,  6,  61,  22,  31,  14,  77
2009-11-28,  70,  19,  48,  45,  11,  56,  41,  50,  35,  20,  39,  29,  22,  0,  22,  54,  25,  31,  23,  27,  36,  11,  25,  39,  26,  0,  0,  21,  0,  20,  35,  31,  18,  0,  18,  16,  28,  60,  25,  7,  48,  0,  11,  36,  36,  34,  14,  33,  26,  23,  0,  24,  25,  13,  15,  35,  15,  21,  47,  13,  14,  21,  43,  57,  38,  0,  41,  12,  25,  22,  53,  8,  23,  48,  34,  18,  38,  27,  15,  34,  8,  43,  20,  23,  10,  63
2009-12-05,  43,  11,  55,  57,  13,  53,  39,  54,  42,  15,  28,  46,  20,  0,  19,  64,  20,  32,  12,  23,  36,  10,  31,  28,  27,  0,  0,  14,  0,  14,  43,  41,  27,  0,  15,  12,  32,  59,  25,  11,  44,  0,  10,  39,  37,  34,  9,  37,  25,  12,  0,  20,  25,  0,  11,  30,  11,  21,  77,  12,  9,  17,  47,  58,  34,  0,  41,  9,  31,  16,  47,  7,  14,  38,  37,  17,  60,  23,  11,  37,  6,  49,  23,  14,  10,  63
2009-12-12,  41,  8,  52,  58,  15,  60,  50,  51,  39,  15,  21,  39,  17,  0,  18,  60,  20,  0,  11,  20,  24,  8,  24,  21,  24,  0,  0,  13,  0,  10,  35,  38,  16,  0,  8,  8,  34,  53,  18,  4,  48,  0,  15,  35,  31,  41,  8,  35,  0,  11,  0,  17,  18,  0,  13,  19,  10,  0,  58,  0,  5,  17,  52,  51,  17,  0,  40,  7,  24,  11,  36,  6,  15,  0,  31,  14,  52,  20,  13,  31,  6,  53,  15,  15,  7,  71
2009-12-19,  56,  6,  54,  54,  8,  67,  42,  48,  47,  17,  24,  50,  15,  0,  19,  65,  24,  0,  10,  17,  31,  6,  20,  24,  24,  0,  0,  13,  0,  12,  38,  30,  16,  0,  8,  11,  25,  46,  16,  6,  42,  0,  11,  34,  38,  40,  10,  27,  0,  10,  0,  11,  16,  0,  7,  20,  8,  0,  55,  0,  6,  17,  33,  49,  22,  0,  38,  6,  20,  21,  32,  5,  14,  0,  29,  13,  45,  17,  7,  29,  7,  41,  15,  14,  6,  59
2009-12-26,  39,  11,  52,  45,  9,  93,  27,  50,  48,  10,  19,  43,  23,  0,  20,  65,  28,  0,  12,  28,  44,  7,  30,  19,  28,  0,  0,  13,  0,  14,  36,  33,  13,  0,  8,  11,  36,  42,  15,  6,  46,  0,  10,  27,  40,  69,  9,  41,  0,  12,  0,  15,  15,  0,  4,  24,  6,  0,  49,  0,  5,  17,  33,  49,  22,  0,  37,  6,  30,  11,  45,  5,  11,  0,  29,  14,  39,  28,  4,  29,  5,  39,  16,  11,  7,  50
2010-01-02,  39,  7,  51,  63,  9,  85,  54,  48,  48,  9,  20,  58,  18,  0,  21,  75,  22,  0,  9,  22,  21,  6,  24,  20,  32,  0,  0,  14,  0,  9,  39,  37,  23,  0,  10,  9,  37,  55,  24,  5,  51,  0,  10,  34,  45,  43,  9,  36,  0,  9,  0,  13,  24,  0,  6,  20,  4,  0,  70,  0,  7,  12,  33,  55,  22,  0,  43,  6,  24,  12,  58,  4,  9,  0,  18,  9,  33,  22,  6,  18,  5,  38,  16,  9,  8,  75
2010-01-09,  39,  7,  54,  63,  10,  93,  46,  54,  50,  11,  21,  37,  16,  0,  16,  72,  22,  0,  7,  27,  38,  5,  24,  21,  25,  0,  0,  14,  0,  9,  36,  40,  19,  0,  4,  11,  42,  61,  25,  3,  46,  0,  10,  34,  42,  47,  9,  30,  0,  7,  0,  13,  25,  0,  7,  22,  5,  0,  53,  0,  4,  10,  33,  57,  17,  0,  44,  5,  24,  8,  31,  5,  9,  0,  22,  7,  62,  27,  7,  22,  4,  37,  16,  9,  6,  69
2010-01-16,  49,  5,  51,  46,  9,  79,  44,  50,  45,  10,  12,  35,  19,  0,  16,  67,  19,  0,  6,  19,  24,  5,  22,  12,  15,  0,  0,  0,  0,  9,  33,  23,  16,  0,  4,  7,  43,  53,  24,  3,  40,  0,  13,  29,  39,  50,  8,  38,  0,  6,  0,  14,  24,  9,  7,  11,  7,  0,  55,  0,  2,  9,  30,  54,  20,  0,  36,  5,  22,  13,  31,  4,  7,  0,  26,  6,  39,  19,  7,  26,  3,  47,  11,  7,  5,  63
2010-01-23,  41,  5,  52,  47,  8,  71,  49,  50,  33,  10,  14,  43,  14,  0,  16,  62,  19,  0,  7,  16,  29,  4,  14,  14,  15,  0,  0,  0,  0,  0,  36,  34,  16,  0,  3,  11,  37,  53,  28,  3,  41,  0,  6,  42,  36,  52,  8,  33,  0,  7,  0,  12,  28,  0,  7,  12,  5,  0,  38,  0,  3,  13,  30,  50,  22,  25,  38,  4,  14,  10,  37,  4,  8,  0,  20,  10,  47,  16,  7,  20,  3,  57,  9,  8,  5,  61
2010-01-30,  36,  5,  57,  52,  8,  75,  50,  56,  43,  8,  15,  43,  14,  0,  16,  66,  19,  0,  7,  17,  33,  3,  17,  15,  17,  0,  0,  0,  0,  0,  37,  28,  13,  0,  4,  4,  34,  59,  26,  4,  40,  0,  6,  46,  36,  44,  7,  29,  0,  7,  0,  12,  26,  0,  6,  10,  6,  0,  52,  0,  2,  9,  30,  54,  24,  24,  38,  4,  17,  7,  34,  4,  7,  0,  16,  7,  59,  17,  6,  16,  3,  47,  12,  7,  4,  70
2010-02-06,  36,  5,  59,  50,  7,  94,  39,  56,  34,  8,  12,  34,  18,  0,  16,  68,  24,  0,  6,  17,  28,  3,  17,  12,  14,  0,  0,  0,  0,  0,  29,  29,  15,  0,  3,  7,  28,  53,  28,  3,  42,  0,  6,  32,  39,  49,  7,  25,  0,  6,  0,  12,  28,  0,  5,  11,  5,  0,  53,  0,  2,  7,  30,  67,  19,  24,  39,  3,  17,  7,  36,  3,  8,  0,  19,  7,  58,  17,  5,  19,  3,  46,  11,  8,  4,  57
2010-02-13,  52,  5,  60,  58,  8,  92,  37,  61,  51,  7,  9,  44,  15,  0,  16,  66,  19,  0,  6,  14,  23,  3,  18,  9,  14,  0,  0,  0,  0,  0,  38,  52,  16,  0,  3,  7,  29,  52,  24,  3,  42,  0,  6,  38,  44,  48,  0,  37,  0,  6,  0,  12,  24,  0,  6,  9,  4,  0,  36,  0,  2,  8,  42,  59,  0,  24,  40,  3,  18,  7,  38,  3,  6,  42,  18,  6,  62,  14,  6,  18,  4,  53,  11,  6,  4,  60
2010-02-20,  35,  5,  61,  52,  10,  100,  47,  60,  44,  8,  12,  55,  18,  0,  16,  72,  20,  0,  5,  15,  22,  3,  17,  12,  14,  0,  0,  11,  0,  0,  38,  46,  12,  0,  3,  9,  43,  52,  25,  3,  42,  0,  7,  35,  32,  51,  0,  43,  0,  5,  0,  12,  25,  0,  5,  13,  4,  0,  59,  0,  2,  5,  34,  59,  0,  24,  44,  3,  17,  7,  45,  3,  7,  34,  16,  3,  41,  15,  5,  16,  5,  49,  8,  7,  4,  55
2010-02-27,  39,  5,  63,  63,  8,  91,  44,  61,  43,  7,  12,  64,  17,  0,  0,  71,  20,  0,  6,  15,  32,  3,  15,  12,  0,  0,  0,  0,  0,  0,  43,  36,  15,  0,  4,  7,  29,  55,  24,  3,  46,  22,  10,  31,  45,  56,  0,  37,  0,  6,  0,  11,  24,  0,  5,  12,  4,  0,  53,  0,  3,  5,  35,  62,  0,  24,  47,  3,  15,  7,  39,  3,  8,  34,  15,  4,  45,  15,  5,  15,  0,  49,  15,  8,  4,  61
2010-03-06,  39,  5,  66,  57,  8,  90,  56,  61,  41,  9,  13,  46,  20,  0,  0,  74,  21,  0,  4,  16,  24,  3,  16,  13,  0,  0,  0,  0,  0,  0,  30,  38,  11,  0,  3,  5,  43,  49,  23,  0,  38,  0,  6,  27,  47,  41,  0,  41,  0,  4,  0,  11,  23,  0,  7,  9,  3,  0,  63,  0,  2,  5,  35,  60,  0,  0,  43,  2,  16,  7,  34,  3,  5,  34,  13,  5,  39,  16,  7,  13,  0,  54,  8,  5,  3,  66
2010-03-13,  0,  5,  67,  57,  8,  86,  49,  65,  48,  10,  10,  48,  19,  0,  0,  71,  22,  0,  6,  18,  22,  3,  16,  10,  0,  0,  0,  0,  0,  0,  32,  54,  11,  0,  4,  6,  32,  49,  29,  0,  35,  0,  6,  30,  39,  42,  0,  27,  0,  6,  0,  0,  29,  0,  8,  9,  4,  0,  42,  0,  3,  5,  36,  55,  0,  0,  46,  2,  16,  8,  32,  3,  6,  34,  19,  4,  56,  18,  8,  19,  0,  45,  7,  6,  3,  69
2010-03-20,  0,  0,  63,  54,  7,  77,  40,  65,  40,  8,  9,  49,  15,  0,  0,  67,  21,  0,  4,  0,  19,  2,  13,  9,  0,  0,  0,  0,  0,  0,  38,  30,  10,  0,  3,  4,  34,  47,  21,  0,  33,  0,  6,  28,  27,  29,  0,  32,  0,  4,  0,  0,  21,  0,  9,  9,  3,  0,  32,  0,  0,  0,  34,  50,  0,  0,  42,  2,  13,  8,  37,  2,  4,  34,  0,  4,  50,  0,  9,  0,  0,  49,  8,  4,  2,  67
2010-03-27,  0,  0,  63,  52,  12,  88,  48,  59,  24,  8,  5,  42,  16,  0,  0,  65,  20,  0,  4,  0,  21,  2,  10,  5,  0,  0,  0,  0,  0,  0,  47,  35,  10,  0,  3,  4,  30,  44,  18,  0,  36,  0,  6,  29,  28,  37,  0,  21,  0,  4,  0,  0,  18,  0,  10,  9,  0,  0,  41,  0,  0,  0,  40,  53,  0,  0,  37,  2,  10,  8,  30,  2,  4,  34,  0,  3,  63,  0,  10,  0,  0,  40,  8,  4,  3,  54
2010-04-03,  0,  0,  62,  53,  8,  69,  42,  57,  35,  8,  8,  37,  15,  0,  0,  61,  20,  0,  3,  0,  17,  2,  10,  8,  0,  0,  0,  0,  0,  0,  29,  35,  11,  0,  0,  4,  26,  44,  16,  0,  31,  0,  7,  27,  28,  53,  0,  21,  0,  3,  0,  0,  16,  0,  8,  10,  0,  0,  41,  0,  0,  0,  38,  48,  0,  0,  34,  1,  10,  0,  28,  2,  6,  0,  0,  3,  51,  0,  8,  0,  0,  45,  6,  6,  2,  50
2010-04-10,  0,  0,  56,  46,  8,  75,  34,  54,  28,  0,  7,  29,  13,  0,  0,  61,  23,  0,  3,  0,  0,  2,  10,  7,  0,  0,  0,  0,  0,  0,  37,  40,  11,  0,  0,  3,  28,  43,  16,  3,  31,  0,  7,  26,  22,  41,  0,  18,  0,  3,  0,  0,  16,  0,  10,  9,  0,  0,  42,  0,  0,  0,  30,  45,  0,  0,  30,  2,  10,  0,  29,  2,  3,  0,  0,  3,  45,  0,  10,  0,  0,  41,  6,  3,  1,  52
2010-04-17,  33,  0,  58,  39,  8,  64,  37,  53,  32,  0,  6,  27,  12,  0,  0,  54,  27,  0,  3,  0,  0,  1,  7,  6,  0,  0,  0,  0,  0,  0,  36,  44,  0,  0,  0,  5,  35,  46,  9,  0,  25,  0,  7,  22,  24,  28,  0,  18,  0,  3,  0,  0,  9,  0,  8,  0,  0,  0,  22,  0,  0,  0,  30,  43,  0,  0,  33,  1,  7,  0,  31,  2,  4,  0,  0,  3,  49,  0,  8,  0,  0,  40,  6,  4,  2,  63
2010-04-24,  0,  0,  57,  39,  8,  55,  33,  56,  31,  0,  7,  31,  10,  0,  0,  55,  0,  0,  3,  0,  0,  1,  7,  7,  0,  0,  0,  0,  0,  0,  32,  31,  0,  0,  0,  4,  33,  41,  14,  0,  32,  0,  7,  24,  30,  30,  0,  15,  0,  3,  0,  0,  14,  0,  7,  0,  0,  0,  34,  0,  0,  0,  47,  42,  0,  0,  30,  1,  7,  0,  28,  2,  2,  0,  12,  2,  48,  0,  7,  12,  0,  52,  6,  2,  1,  43
2010-05-01,  0,  0,  58,  43,  8,  54,  33,  53,  17,  0,  5,  32,  10,  0,  0,  54,  0,  0,  3,  0,  0,  1,  9,  5,  0,  0,  0,  0,  0,  0,  34,  24,  0,  0,  0,  4,  25,  47,  12,  0,  26,  0,  5,  30,  24,  31,  0,  24,  0,  3,  0,  0,  12,  0,  7,  0,  0,  0,  31,  0,  0,  0,  40,  41,  0,  0,  30,  1,  9,  0,  28,  1,  2,  0,  0,  3,  51,  0,  7,  0,  0,  47,  6,  2,  1,  65
2010-05-08,  0,  0,  58,  43,  7,  59,  35,  55,  22,  0,  5,  37,  12,  0,  0,  54,  0,  0,  3,  0,  0,  1,  5,  5,  0,  0,  0,  0,  0,  0,  40,  23,  0,  0,  0,  3,  27,  45,  12,  0,  26,  0,  5,  29,  21,  33,  0,  18,  0,  3,  0,  0,  12,  0,  7,  0,  0,  0,  37,  0,  0,  0,  40,  43,  0,  0,  28,  1,  5,  0,  34,  2,  3,  0,  0,  3,  35,  0,  7,  0,  0,  49,  0,  3,  2,  54
2010-05-15,  0,  0,  61,  38,  0,  63,  33,  58,  26,  0,  6,  27,  13,  0,  0,  59,  0,  0,  3,  0,  0,  1,  9,  6,  0,  0,  0,  0,  0,  0,  40,  35,  0,  0,  0,  4,  21,  46,  21,  0,  27,  0,  0,  31,  23,  35,  0,  18,  0,  3,  0,  0,  21,  0,  7,  0,  0,  0,  35,  0,  0,  0,  40,  39,  0,  0,  26,  1,  9,  0,  40,  1,  3,  0,  0,  0,  59,  0,  7,  0,  0,  42,  0,  3,  2,  55
2010-05-22,  0,  0,  60,  30,  0,  54,  35,  56,  25,  0,  8,  26,  13,  0,  0,  52,  0,  0,  0,  0,  0,  1,  7,  8,  0,  0,  0,  0,  0,  0,  37,  25,  0,  0,  0,  4,  22,  38,  15,  0,  28,  23,  0,  31,  21,  44,  0,  20,  0,  0,  0,  0,  15,  0,  4,  0,  0,  0,  35,  0,  0,  0,  40,  40,  0,  0,  30,  1,  7,  0,  34,  1,  3,  0,  0,  0,  48,  0,  4,  0,  0,  43,  0,  3,  2,  55
2010-05-29,  0,  0,  57,  28,  0,  49,  39,  53,  25,  0,  4,  30,  12,  0,  0,  46,  0,  0,  0,  0,  0,  1,  10,  4,  0,  0,  0,  0,  0,  0,  40,  25,  0,  0,  0,  3,  24,  37,  13,  0,  24,  0,  0,  22,  23,  31,  0,  16,  0,  0,  0,  0,  13,  0,  6,  0,  0,  0,  28,  0,  0,  0,  46,  36,  0,  0,  28,  1,  10,  0,  37,  1,  3,  0,  0,  0,  31,  0,  6,  0,  0,  39,  0,  3,  2,  47
2010-06-05,  0,  0,  55,  28,  0,  49,  23,  52,  27,  0,  4,  24,  10,  0,  0,  46,  0,  0,  0,  0,  0,  1,  8,  4,  0,  0,  0,  0,  0,  0,  40,  25,  0,  0,  0,  0,  19,  34,  15,  0,  24,  0,  0,  19,  22,  33,  0,  20,  0,  0,  0,  0,  15,  0,  5,  0,  0,  0,  23,  0,  0,  0,  38,  35,  0,  30,  24,  1,  8,  0,  29,  1,  2,  0,  0,  0,  37,  0,  5,  0,  0,  32,  0,  2,  0,  45
2010-06-12,  0,  0,  51,  35,  0,  40,  25,  46,  18,  0,  6,  24,  10,  0,  0,  47,  0,  0,  0,  0,  0,  1,  8,  6,  0,  0,  0,  0,  0,  0,  41,  25,  0,  0,  0,  0,  21,  39,  16,  0,  22,  0,  0,  22,  18,  35,  0,  22,  0,  0,  0,  0,  16,  0,  4,  0,  0,  0,  30,  0,  0,  0,  38,  35,  0,  24,  24,  1,  8,  0,  29,  1,  2,  0,  0,  0,  25,  0,  4,  0,  0,  41,  0,  2,  0,  50
2010-06-19,  0,  0,  50,  28,  0,  51,  33,  44,  17,  0,  6,  23,  11,  0,  0,  48,  0,  0,  0,  0,  0,  1,  8,  6,  0,  0,  0,  0,  0,  0,  33,  25,  0,  0,  0,  0,  24,  43,  11,  0,  21,  0,  0,  21,  12,  37,  0,  12,  0,  0,  0,  0,  11,  0,  3,  0,  0,  0,  30,  0,  0,  0,  39,  29,  0,  24,  20,  1,  8,  0,  29,  1,  2,  0,  0,  0,  35,  0,  3,  0,  0,  37,  0,  2,  0,  48
2010-06-26,  0,  0,  47,  25,  0,  51,  38,  43,  15,  0,  6,  22,  11,  0,  0,  44,  26,  0,  0,  0,  0,  1,  7,  6,  0,  0,  0,  0,  0,  0,  37,  0,  0,  0,  0,  0,  24,  39,  10,  0,  20,  0,  0,  27,  17,  35,  0,  14,  0,  0,  0,  0,  10,  0,  4,  0,  0,  0,  27,  0,  0,  0,  39,  31,  0,  24,  23,  1,  7,  0,  26,  1,  2,  0,  0,  0,  27,  0,  4,  0,  0,  38,  0,  2,  0,  36
2010-07-03,  0,  0,  45,  26,  0,  42,  30,  41,  17,  0,  6,  18,  16,  0,  0,  44,  23,  0,  0,  0,  0,  1,  7,  6,  0,  0,  0,  0,  0,  0,  38,  0,  0,  0,  0,  0,  16,  32,  15,  0,  18,  0,  0,  29,  17,  35,  0,  13,  0,  0,  0,  0,  15,  0,  2,  0,  0,  0,  26,  0,  0,  0,  38,  30,  0,  24,  18,  1,  7,  0,  26,  1,  2,  0,  0,  0,  22,  0,  2,  0,  0,  37,  0,  2,  0,  41
2010-07-10,  0,  0,  43,  28,  0,  36,  25,  39,  15,  0,  7,  23,  12,  0,  0,  42,  23,  0,  0,  0,  0,  1,  7,  7,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  0,  19,  42,  13,  0,  24,  0,  0,  26,  13,  45,  0,  11,  0,  0,  0,  0,  13,  0,  4,  0,  0,  0,  34,  0,  0,  0,  33,  31,  0,  24,  18,  1,  7,  0,  26,  1,  2,  0,  0,  0,  23,  0,  4,  0,  0,  38,  0,  2,  2,  48
2010-07-17,  32,  0,  45,  31,  0,  29,  28,  38,  17,  0,  5,  17,  13,  0,  0,  43,  21,  0,  0,  0,  0,  1,  6,  5,  0,  0,  0,  0,  0,  0,  41,  0,  0,  0,  0,  0,  21,  44,  10,  0,  19,  0,  0,  29,  11,  40,  0,  16,  0,  0,  0,  0,  10,  0,  2,  0,  0,  0,  30,  0,  0,  0,  33,  30,  0,  24,  19,  1,  6,  0,  26,  1,  2,  0,  0,  0,  36,  0,  2,  0,  0,  42,  0,  2,  1,  43
2010-07-24,  32,  0,  44,  26,  0,  15,  33,  38,  13,  0,  5,  18,  12,  0,  0,  42,  21,  0,  0,  0,  0,  1,  5,  5,  0,  0,  0,  0,  0,  0,  44,  0,  0,  0,  0,  0,  23,  40,  12,  0,  18,  0,  0,  21,  15,  40,  0,  17,  0,  0,  0,  0,  12,  0,  2,  0,  0,  0,  24,  0,  0,  0,  33,  30,  0,  24,  18,  1,  5,  0,  31,  1,  2,  0,  0,  0,  31,  0,  2,  0,  0,  38,  0,  2,  1,  47
2010-07-31,  33,  0,  44,  25,  0,  14,  29,  39,  17,  0,  6,  20,  10,  0,  0,  40,  17,  0,  0,  0,  0,  1,  5,  6,  0,  0,  0,  0,  0,  0,  39,  24,  0,  0,  0,  0,  16,  39,  12,  0,  15,  0,  0,  17,  14,  0,  0,  17,  0,  0,  0,  0,  12,  0,  4,  0,  0,  0,  28,  0,  0,  0,  33,  30,  0,  0,  19,  1,  5,  0,  35,  1,  3,  0,  0,  0,  26,  0,  4,  0,  0,  33,  0,  3,  1,  50
2010-08-07,  33,  0,  42,  29,  0,  18,  21,  35,  17,  0,  6,  17,  11,  0,  0,  44,  17,  0,  0,  0,  0,  1,  5,  6,  0,  0,  0,  0,  0,  0,  30,  27,  0,  0,  0,  3,  20,  35,  15,  0,  16,  0,  0,  24,  11,  0,  0,  12,  0,  0,  0,  0,  15,  0,  2,  0,  0,  0,  32,  0,  0,  0,  33,  29,  0,  0,  19,  1,  5,  0,  24,  1,  2,  0,  0,  0,  25,  0,  2,  0,  0,  32,  0,  2,  1,  45
2010-08-14,  33,  0,  44,  30,  0,  13,  28,  37,  14,  0,  5,  33,  9,  0,  0,  43,  17,  0,  0,  0,  0,  1,  5,  5,  0,  0,  0,  0,  0,  0,  38,  25,  0,  0,  0,  3,  16,  37,  11,  0,  19,  0,  0,  24,  10,  0,  0,  12,  0,  0,  0,  0,  11,  0,  2,  0,  0,  0,  23,  0,  0,  0,  28,  28,  0,  0,  18,  1,  5,  0,  24,  1,  2,  0,  0,  0,  21,  0,  2,  0,  0,  36,  0,  2,  1,  50
2010-08-21,  34,  0,  43,  22,  0,  14,  32,  37,  21,  0,  6,  32,  11,  0,  0,  45,  19,  0,  0,  0,  0,  1,  5,  6,  0,  0,  0,  0,  0,  0,  44,  25,  0,  0,  0,  3,  12,  40,  17,  0,  17,  0,  0,  24,  13,  0,  0,  12,  0,  0,  0,  0,  17,  0,  3,  0,  0,  0,  33,  0,  0,  0,  28,  29,  0,  0,  21,  1,  5,  0,  23,  1,  3,  0,  0,  0,  31,  0,  3,  0,  0,  40,  0,  3,  1,  46
2010-08-28,  0,  0,  48,  32,  0,  15,  25,  41,  15,  5,  5,  23,  12,  0,  0,  47,  17,  0,  0,  0,  16,  1,  5,  5,  0,  0,  0,  0,  0,  0,  38,  25,  0,  0,  0,  3,  23,  41,  10,  0,  21,  0,  4,  28,  21,  0,  0,  26,  0,  0,  0,  0,  10,  0,  3,  0,  0,  0,  19,  0,  0,  0,  45,  35,  0,  0,  21,  1,  5,  0,  23,  1,  3,  0,  0,  0,  34,  0,  3,  0,  0,  40,  6,  3,  1,  37
2010-09-04,  0,  0,  49,  31,  0,  21,  30,  43,  20,  5,  6,  27,  12,  0,  0,  47,  30,  0,  3,  0,  17,  1,  10,  6,  0,  0,  0,  0,  0,  0,  39,  25,  0,  0,  0,  3,  21,  46,  11,  0,  23,  0,  4,  42,  16,  35,  0,  20,  0,  3,  0,  0,  11,  0,  4,  0,  0,  0,  25,  0,  0,  0,  42,  32,  0,  25,  22,  1,  10,  8,  23,  2,  3,  0,  0,  2,  48,  0,  4,  0,  0,  52,  6,  3,  1,  51
2010-09-11,  0,  0,  53,  31,  0,  20,  26,  46,  17,  6,  6,  26,  12,  0,  0,  50,  26,  0,  3,  16,  17,  1,  11,  6,  0,  0,  0,  0,  0,  0,  34,  25,  0,  0,  0,  3,  17,  53,  16,  0,  29,  0,  4,  37,  20,  38,  0,  26,  0,  3,  0,  0,  16,  0,  3,  0,  0,  0,  29,  0,  0,  0,  34,  36,  0,  0,  27,  1,  11,  10,  27,  3,  4,  0,  0,  2,  52,  16,  3,  0,  0,  56,  8,  4,  2,  46
2010-09-18,  0,  0,  57,  41,  0,  20,  39,  51,  24,  6,  7,  31,  14,  0,  0,  56,  28,  0,  3,  12,  17,  1,  13,  7,  0,  0,  0,  0,  45,  0,  46,  25,  11,  0,  0,  3,  28,  46,  17,  2,  35,  0,  4,  34,  26,  32,  0,  28,  0,  3,  0,  0,  17,  0,  5,  10,  0,  0,  35,  0,  0,  0,  30,  43,  14,  0,  31,  1,  13,  10,  31,  3,  5,  0,  12,  3,  54,  12,  5,  12,  0,  56,  8,  5,  2,  46
